Frequency(Hz),Magnitude,Power(dB)
1.830960000000000218e+04,2.227875998964148310e-05,-9.304214071599396618e+01
1.830979999999999927e+04,2.648360824060750837e-05,-9.154042410392206364e+01
1.831000000000000000e+04,3.229270779912907599e-05,-8.981788384499355971e+01
1.831020000000000073e+04,1.631890748169394537e-05,-9.574612516940206319e+01
1.831040000000000146e+04,8.292914498078088510e-06,-1.016257515074269833e+02
1.831060000000000218e+04,3.055176743971658608e-05,-9.029924477947434980e+01
1.831079999999999927e+04,2.051546144677735394e-05,-9.375833186504468131e+01
1.831100000000000000e+04,1.810804016039397205e-05,-9.484252305286405260e+01
1.831120000000000073e+04,3.993201822996144150e-05,-8.797355303418794392e+01
1.831140000000000146e+04,4.076525349457826776e-05,-8.779417574724591589e+01
1.831160000000000218e+04,6.556576628930394080e-06,-1.036663246985905289e+02
1.831179999999999927e+04,3.291037540247145299e-05,-8.965331688271854205e+01
1.831200000000000000e+04,2.120478175451140495e-05,-9.347128289936614465e+01
1.831220000000000073e+04,8.035447952347546572e-06,-1.018996900579955565e+02
1.831240000000000146e+04,2.452199871185469277e-05,-9.220884727363272759e+01
1.831260000000000218e+04,4.104689109411954691e-05,-8.773437345742638627e+01
1.831279999999999927e+04,2.898251901956328748e-05,-9.075724743985661291e+01
1.831300000000000000e+04,1.788107897570537035e-05,-9.495207699742066154e+01
1.831320000000000073e+04,3.091907617765483484e-05,-9.019544172215378808e+01
1.831340000000000146e+04,3.247658306628656928e-05,-8.976856665731708063e+01
1.831360000000000218e+04,9.847846428474672434e-06,-1.001330864514964674e+02
1.831379999999999927e+04,2.817719938990152298e-05,-9.100201267042908171e+01
1.831400000000000000e+04,3.553209090042597148e-05,-8.898756026528218399e+01
1.831420000000000073e+04,5.643943092704467468e-06,-1.049681935806630975e+02
1.831440000000000146e+04,3.333089870252559350e-05,-8.954303346606459968e+01
1.831460000000000218e+04,3.750120981890076450e-05,-8.851907126561275163e+01
1.831479999999999927e+04,6.126851982954676684e-06,-1.042551104645851154e+02
1.831500000000000000e+04,1.290196341082425235e-05,-9.778681655948362561e+01
1.831520000000000073e+04,1.265303863192561291e-05,-9.795603467323581981e+01
1.831540000000000146e+04,3.426812595477338311e-05,-8.930216756299023473e+01
1.831560000000000218e+04,3.983644503124806192e-05,-8.799436668756177937e+01
1.831579999999999927e+04,2.642891275725835429e-05,-9.155838118843112738e+01
1.831600000000000000e+04,1.918304951429802241e-05,-9.434160176563327127e+01
1.831620000000000073e+04,4.450752999744864434e-05,-8.703131062004888463e+01
1.831640000000000146e+04,4.838192078957216310e-05,-8.630631992517433559e+01
1.831660000000000218e+04,3.930318943924818273e-05,-8.811142200748864184e+01
1.831679999999999927e+04,3.472799888894568052e-05,-8.918637981011008264e+01
1.831700000000000000e+04,6.146281540077979843e-06,-1.042276096833910515e+02
1.831720000000000073e+04,3.809418420199265997e-05,-8.838280364961326541e+01
1.831740000000000146e+04,3.725860002740347013e-05,-8.857544603805706629e+01
1.831760000000000218e+04,3.590059814858292242e-05,-8.889794211526984213e+01
1.831779999999999927e+04,2.266615272436431645e-05,-9.289240546482670879e+01
1.831800000000000000e+04,2.444450781337748085e-05,-9.223633852235133190e+01
1.831820000000000073e+04,3.310667517131052736e-05,-8.960166240943047455e+01
1.831840000000000146e+04,2.171095472304421039e-05,-9.326638156014091408e+01
1.831860000000000218e+04,5.789640317609423819e-05,-8.474695331860746705e+01
1.831879999999999927e+04,6.193583755785820168e-05,-8.416114567737766095e+01
1.831900000000000000e+04,2.509746258962725540e-05,-9.200736908055880292e+01
1.831920000000000073e+04,2.341596088505722324e-05,-9.260972322691918635e+01
1.831940000000000146e+04,1.539002050297612085e-05,-9.625515959352937045e+01
1.831960000000000218e+04,1.997978685108104280e-05,-9.398813951148028423e+01
1.831979999999999927e+04,5.156228926439695959e-05,-8.575333933595290148e+01
1.832000000000000000e+04,7.909608297348678116e-05,-8.203688948391507552e+01
1.832020000000000073e+04,5.151890242598778150e-05,-8.576065109816801169e+01
1.832040000000000146e+04,2.416937199083637688e-05,-9.233465674275382185e+01
1.832060000000000218e+04,5.859429120667813411e-06,-1.046427456609089859e+02
1.832079999999999927e+04,1.194896011825258674e-05,-9.845332507675959732e+01
1.832100000000000000e+04,1.260017174504762482e-05,-9.799240177050263867e+01
1.832120000000000073e+04,1.217650061967141425e-05,-9.828947876308681941e+01
1.832140000000000146e+04,1.572364429915525900e-05,-9.606888054655414066e+01
1.832160000000000218e+04,2.680925621569205832e-05,-9.143427229574668047e+01
1.832179999999999927e+04,7.936296530533366959e-06,-1.020075328283670189e+02
1.832200000000000000e+04,2.396943378033042558e-05,-9.240680826267191605e+01
1.832220000000000073e+04,3.016520590284636131e-05,-9.040984532391189532e+01
1.832240000000000146e+04,5.295808870626733786e-05,-8.552133754399758914e+01
1.832260000000000218e+04,4.670974526956124317e-05,-8.661183142696413029e+01
1.832279999999999927e+04,3.719311364878178608e-05,-8.859072590330448804e+01
1.832300000000000000e+04,1.781040292867401483e-05,-9.498647633722130479e+01
1.832320000000000073e+04,4.850138852090083076e-05,-8.628489865208116782e+01
1.832340000000000146e+04,4.714275941534719984e-05,-8.653168158402988297e+01
1.832360000000000218e+04,3.095260893296160825e-05,-9.018602672405404519e+01
1.832379999999999927e+04,2.251949979747029231e-05,-9.294878663457961920e+01
1.832400000000000000e+04,3.620574419129332958e-05,-8.882442643730669829e+01
1.832420000000000073e+04,3.127147863093814587e-05,-9.009700388879637956e+01
1.832440000000000146e+04,2.950645741389539079e-05,-9.060162915013172835e+01
1.832460000000000218e+04,3.533405740084566399e-05,-8.903610521336203476e+01
1.832479999999999927e+04,2.724635364253755242e-05,-9.129380033652118698e+01
1.832500000000000000e+04,8.661099771276696953e-06,-1.012484388849313888e+02
1.832520000000000073e+04,1.277642071474677362e-05,-9.787174793154801478e+01
1.832540000000000146e+04,2.861989973432700499e-05,-9.086660749215398880e+01
1.832560000000000218e+04,1.442762071869918390e-05,-9.681604546056635741e+01
1.832579999999999927e+04,2.379878043636134052e-05,-9.246886945697630722e+01
1.832600000000000000e+04,3.443876232657405668e-05,-8.925902407436298347e+01
1.832620000000000073e+04,4.576978786445420037e-05,-8.678840303172860615e+01
1.832640000000000146e+04,2.403033896968624188e-05,-9.238476591528180393e+01
1.832660000000000218e+04,2.136544052821222589e-05,-9.340572230926389352e+01
1.832679999999999927e+04,1.134771858339999603e-05,-9.890175231698457026e+01
1.832700000000000000e+04,1.213750854487890078e-05,-9.831733746467583046e+01
1.832720000000000073e+04,2.051534618662124567e-05,-9.375838066408975635e+01
1.832740000000000146e+04,2.606913257065554440e-05,-9.167743506918057506e+01
1.832760000000000218e+04,2.693812203591995915e-05,-9.139262143541603223e+01
1.832779999999999927e+04,5.822508623787483854e-05,-8.469778227331448761e+01
1.832800000000000000e+04,2.798706853069871247e-05,-9.106082073999812110e+01
1.832820000000000073e+04,2.718792747610490536e-05,-9.131244599706796805e+01
1.832840000000000146e+04,3.933250573178365589e-05,-8.810494562433554222e+01
1.832860000000000218e+04,3.347027332205642421e-05,-8.950678887157472730e+01
1.832879999999999927e+04,7.416879257552331249e-06,-1.025954587108336966e+02
1.832900000000000000e+04,2.447846917810011011e-05,-9.222427942351673380e+01
1.832920000000000073e+04,4.520642646950906077e-05,-8.689597723072709812e+01
1.832940000000000146e+04,3.029515084102697963e-05,-9.037250894493156750e+01
1.832960000000000218e+04,3.882048437385357835e-05,-8.821875862757249820e+01
1.832979999999999927e+04,6.293440404653738874e-05,-8.402222371796301559e+01
1.833000000000000000e+04,6.313439863524378801e-05,-8.399466528018683675e+01
1.833020000000000073e+04,4.377231308987461034e-05,-8.717599021796415570e+01
1.833040000000000146e+04,2.901810791274808251e-05,-9.074658823881802050e+01
1.833060000000000218e+04,1.647943000369705711e-05,-9.566110357087461580e+01
1.833079999999999927e+04,6.737566767835978239e-06,-1.034298094440311218e+02
1.833100000000000000e+04,1.813627082678119154e-05,-9.482899225906619733e+01
1.833120000000000073e+04,3.035867225178487831e-05,-9.035431591709674137e+01
1.833140000000000146e+04,2.675250610324188624e-05,-9.145267809631110367e+01
1.833160000000000218e+04,9.829779413820271855e-06,-1.001490361952060653e+02
1.833179999999999927e+04,4.746289436656075798e-05,-8.647289732580722443e+01
1.833200000000000000e+04,3.745200755908997765e-05,-8.853047476060991983e+01
1.833220000000000073e+04,2.019352054428387024e-05,-9.389571617542324589e+01
1.833240000000000146e+04,2.217857420977015250e-05,-9.308128837076165496e+01
1.833260000000000218e+04,5.892154643207079564e-05,-8.459450252566722384e+01
1.833279999999999927e+04,4.067442680798039414e-05,-8.781354981558033046e+01
1.833300000000000000e+04,2.175663508093688491e-05,-9.324812552756426953e+01
1.833320000000000073e+04,1.739192188661387809e-05,-9.519299853457873439e+01
1.833340000000000146e+04,2.571022657931266431e-05,-9.179784813599334825e+01
1.833360000000000218e+04,3.498328079449790346e-05,-8.912276445206607889e+01
1.833379999999999927e+04,2.884553760296336617e-05,-9.079839713939448131e+01
1.833400000000000000e+04,1.795197962696271459e-05,-9.491770468188124710e+01
1.833420000000000073e+04,3.541671689670510703e-05,-8.901580947631049412e+01
1.833440000000000146e+04,3.024791881015842645e-05,-9.038606131146538303e+01
1.833460000000000218e+04,1.133030012067686760e-05,-9.891509506463182788e+01
1.833479999999999927e+04,2.382069267621624302e-05,-9.246087581493320329e+01
1.833500000000000000e+04,2.819249457614393173e-05,-9.099729907976539778e+01
1.833520000000000073e+04,1.436338721224876868e-05,-9.685480215845201712e+01
1.833540000000000146e+04,3.299311210019854998e-06,-1.096312710876178755e+02
1.833560000000000218e+04,2.067589814025510105e-05,-9.369067031135699608e+01
1.833579999999999927e+04,2.150132300081216216e-05,-9.335065593568806719e+01
1.833600000000000000e+04,2.364850008461041484e-05,-9.252389125795130553e+01
1.833620000000000073e+04,3.298419712960276996e-05,-8.963385531943005446e+01
1.833640000000000146e+04,4.778009511006091309e-05,-8.641504162288656232e+01
1.833660000000000218e+04,4.040834470124535422e-05,-8.787055729981602781e+01
1.833679999999999927e+04,2.526410819451550165e-05,-9.194988616869417797e+01
1.833700000000000000e+04,1.886538543204753160e-05,-9.448664030780493306e+01
1.833720000000000073e+04,4.980558611954433959e-05,-8.605442145429462641e+01
1.833740000000000146e+04,4.572262441187948160e-05,-8.679735799694618947e+01
1.833760000000000218e+04,9.582387737378592204e-06,-1.003704345567181520e+02
1.833779999999999927e+04,1.346385863140102386e-05,-9.741654462837765038e+01
1.833800000000000000e+04,2.176194683986412283e-05,-9.324600518549500805e+01
1.833820000000000073e+04,2.362179275813686266e-05,-9.253370612980938859e+01
1.833840000000000146e+04,1.156945994884879723e-05,-9.873366318470083058e+01
1.833860000000000218e+04,2.424381837818710814e-05,-9.230794373590893542e+01
1.833879999999999927e+04,4.341132311761893253e-05,-8.724791953685495116e+01
1.833900000000000000e+04,4.675003617765863153e-05,-8.660434239481554641e+01
1.833920000000000073e+04,3.988267237536752974e-05,-8.798429320305764634e+01
1.833940000000000146e+04,2.141582596224708454e-05,-9.338526286466596105e+01
1.833960000000000218e+04,7.723556850285893960e-06,-1.022435405894577087e+02
1.833979999999999927e+04,1.293862771130932492e-05,-9.776216853072409663e+01
1.834000000000000000e+04,1.211460550011961044e-05,-9.833374277576686495e+01
1.834020000000000073e+04,4.467171436565135637e-06,-1.069991531698558731e+02
1.834040000000000146e+04,1.617217821733935444e-05,-9.582457591909485473e+01
1.834060000000000218e+04,2.274643403442263559e-05,-9.286169537741109536e+01
1.834079999999999927e+04,1.904248577007703092e-05,-9.440548159232078262e+01
1.834100000000000000e+04,7.075621285293071377e-06,-1.030045856482117870e+02
1.834120000000000073e+04,1.099670209791865846e-05,-9.917467181164660417e+01
1.834140000000000146e+04,3.204781410017338927e-05,-8.988400464225728115e+01
1.834160000000000218e+04,5.705980700142402966e-05,-8.487337881018638086e+01
1.834179999999999927e+04,5.074520682544814186e-05,-8.589208234477177939e+01
1.834200000000000000e+04,3.442984354286499939e-05,-8.926127378874261353e+01
1.834220000000000073e+04,2.250859830601663694e-05,-9.295299239662236346e+01
1.834240000000000146e+04,1.591570862340854387e-05,-9.596342583170087437e+01
1.834260000000000218e+04,2.277803842935737741e-05,-9.284963544086571119e+01
1.834279999999999927e+04,2.744278139369628122e-05,-9.123140582746492555e+01
1.834300000000000000e+04,4.187057923899811958e-05,-8.756179987586726554e+01
1.834320000000000073e+04,5.223265316164823888e-05,-8.564114164240271521e+01
1.834340000000000146e+04,6.353727640645615265e-05,-8.393941444164826748e+01
1.834360000000000218e+04,4.672719519636533926e-05,-8.660858714659725877e+01
1.834379999999999927e+04,2.505804488160459360e-05,-9.202102168160551798e+01
1.834400000000000000e+04,3.069462961807109368e-05,-9.025872375709045059e+01
1.834420000000000073e+04,3.851153100125147792e-05,-8.828816176473365829e+01
1.834440000000000146e+04,2.801220715096155431e-05,-9.105302240641495359e+01
1.834460000000000218e+04,5.839333451453896630e-06,-1.046725857318715072e+02
1.834479999999999927e+04,1.658659713163308387e-05,-9.560480170725570304e+01
1.834500000000000000e+04,2.763268975164445774e-05,-9.117150534721160682e+01
1.834520000000000073e+04,1.052393946894983455e-05,-9.955635063644167815e+01
1.834540000000000146e+04,1.818626737025908605e-05,-9.480508080553897798e+01
1.834560000000000218e+04,6.280592028945021045e-06,-1.040398500303707010e+02
1.834579999999999927e+04,2.980077335211444271e-05,-9.051542016381303313e+01
1.834600000000000000e+04,2.183442897400222598e-05,-9.321712344943320261e+01
1.834620000000000073e+04,1.320037986309988231e-05,-9.758820562117330155e+01
1.834640000000000146e+04,7.010666322270021479e-06,-1.030846901646512777e+02
1.834660000000000218e+04,6.118075502361358858e-06,-1.042675613851638019e+02
1.834679999999999927e+04,2.593136506787905676e-05,-9.172345891804820894e+01
1.834700000000000000e+04,6.281631977031721617e-05,-8.403853639800671260e+01
1.834720000000000073e+04,6.111694234304935244e-05,-8.427675341756518890e+01
1.834740000000000146e+04,3.439157866484483155e-05,-8.927093251316915712e+01
1.834760000000000218e+04,3.143363089664428237e-05,-9.005208138272604401e+01
1.834779999999999927e+04,3.210937795303524966e-05,-8.986733510571083627e+01
1.834800000000000000e+04,7.883587200249987740e-06,-1.020654123096183241e+02
1.834820000000000073e+04,1.048947618810504789e-05,-9.958484116632061500e+01
1.834840000000000146e+04,1.684146669033067457e-05,-9.547235021240781805e+01
1.834860000000000218e+04,3.552773444852108278e-06,-1.089884052404823080e+02
1.834879999999999927e+04,2.382437852847645450e-05,-9.245953192895213135e+01
1.834900000000000000e+04,2.004036179935884173e-05,-9.396184550180191764e+01
1.834920000000000073e+04,3.134839544625252444e-05,-9.007566596114392610e+01
1.834940000000000146e+04,2.374546508054100786e-05,-9.248834981838325575e+01
1.834960000000000218e+04,1.685554224374746237e-05,-9.546509390160045427e+01
1.834979999999999927e+04,1.577621117416265904e-05,-9.603989072466862353e+01
1.835000000000000000e+04,3.330285778952534441e-05,-8.955034386163077897e+01
1.835020000000000073e+04,1.861689035121020800e-05,-9.460181052671529756e+01
1.835040000000000146e+04,1.583262166726913601e-05,-9.600888845767825330e+01
1.835060000000000218e+04,2.271600278458646253e-05,-9.287332349824160360e+01
1.835079999999999927e+04,2.597228269139874364e-05,-9.170976413235841562e+01
1.835100000000000000e+04,2.697520642972883544e-05,-9.138067226377447128e+01
1.835120000000000073e+04,3.414681382484911911e-05,-8.933297082905130537e+01
1.835140000000000146e+04,2.032502654261246087e-05,-9.383933483685525800e+01
1.835160000000000218e+04,9.668682152773393508e-06,-1.002925644948413577e+02
1.835179999999999927e+04,1.479073038241208830e-05,-9.660014886573348747e+01
1.835200000000000000e+04,1.665625618018344865e-05,-9.556840001527511674e+01
1.835220000000000073e+04,2.036590815305243594e-05,-9.382188173417631560e+01
1.835240000000000146e+04,3.602502761334695395e-05,-8.886788944182741545e+01
1.835260000000000218e+04,4.161458859168105543e-05,-8.761506701805934938e+01
1.835279999999999927e+04,3.095727914723971530e-05,-9.018471627636641585e+01
1.835300000000000000e+04,2.552122970070116315e-05,-9.186193403896029963e+01
1.835320000000000073e+04,1.066243905271942528e-05,-9.944278730340613492e+01
1.835340000000000146e+04,1.796433751158974448e-05,-9.491172753070858903e+01
1.835360000000000218e+04,1.419229117459452905e-05,-9.695888854406513246e+01
1.835379999999999927e+04,3.487488238845945321e-06,-1.091494959114473886e+02
1.835400000000000000e+04,1.485432346637880289e-05,-9.656288398959847541e+01
1.835420000000000073e+04,3.959157064527352794e-05,-8.804792343971455182e+01
1.835440000000000146e+04,2.415532981404984168e-05,-9.233970460821133486e+01
1.835460000000000218e+04,1.658815691892200346e-05,-9.560398493806049203e+01
1.835479999999999927e+04,4.373794637919808958e-05,-8.718281238467007199e+01
1.835500000000000000e+04,3.531243091119287372e-05,-8.904142309344214823e+01
1.835520000000000073e+04,3.126753415615274447e-05,-9.009809956209268478e+01
1.835540000000000146e+04,2.886664053550108190e-05,-9.079204502717371383e+01
1.835560000000000218e+04,3.067300549176547869e-05,-9.026484503485910693e+01
1.835579999999999927e+04,4.296625378615724535e-05,-8.733742999764643855e+01
1.835600000000000000e+04,4.158924778885096570e-05,-8.762035780521588890e+01
1.835620000000000073e+04,3.654442794784279962e-05,-8.874355287205446530e+01
1.835640000000000146e+04,1.644834507078314119e-05,-9.567750302309076460e+01
1.835660000000000218e+04,1.147834012579960296e-05,-9.880234253629858188e+01
1.835679999999999927e+04,1.333919797509658640e-05,-9.749734052018006025e+01
1.835700000000000000e+04,3.197363392622466489e-05,-8.990413286802007065e+01
1.835720000000000073e+04,3.671934269564906491e-05,-8.870207837732496614e+01
1.835740000000000146e+04,1.200398784677745166e-05,-9.841341670074658055e+01
1.835760000000000218e+04,1.424878032574017926e-05,-9.692438522182170857e+01
1.835779999999999927e+04,3.176912905654104144e-05,-8.995986648126790897e+01
1.835800000000000000e+04,3.401514992038225289e-05,-8.936652667596203514e+01
1.835820000000000073e+04,2.865461706704486503e-05,-9.085607750704754437e+01
1.835840000000000146e+04,2.678033570346148354e-05,-9.144364723052069621e+01
1.835860000000000218e+04,7.693819638799012333e-06,-1.022770470822071616e+02
1.835879999999999927e+04,2.752558496225872772e-05,-9.120523730061887591e+01
1.835900000000000000e+04,1.159967640960873755e-05,-9.871100763789090138e+01
1.835920000000000073e+04,3.504570002982626174e-05,-8.910728042879031818e+01
1.835940000000000146e+04,4.300525691028809317e-05,-8.732954887367581875e+01
1.835960000000000218e+04,3.162209354479005420e-05,-9.000016015084898413e+01
1.835979999999999927e+04,1.215941360553959653e-05,-9.830167593984300822e+01
1.836000000000000000e+04,2.763645083092490677e-05,-9.117032319742452273e+01
1.836020000000000073e+04,3.118316945863172039e-05,-9.012156704952229802e+01
1.836040000000000146e+04,4.290916718098950291e-05,-8.734897804864749560e+01
1.836060000000000218e+04,3.660728376740709106e-05,-8.872862615767594718e+01
1.836079999999999927e+04,4.432609459428414942e-05,-8.706679102600632802e+01
1.836100000000000000e+04,2.316383905875269217e-05,-9.270375172616530790e+01
1.836120000000000073e+04,5.827090917991376315e-06,-1.046908150551461745e+02
1.836140000000000146e+04,2.059155353254222043e-05,-9.372617555309344084e+01
1.836160000000000218e+04,4.855783468885581326e-06,-1.062746348794599669e+02
1.836179999999999927e+04,3.535235530159936990e-05,-8.903160836327886329e+01
1.836200000000000000e+04,2.658500390696616133e-05,-9.150723275842818794e+01
1.836220000000000073e+04,1.411463991416016639e-05,-9.700654239977195914e+01
1.836240000000000146e+04,1.268685935539932402e-05,-9.793284902919047852e+01
1.836260000000000218e+04,7.554100786217077933e-06,-1.024362295212600458e+02
1.836279999999999927e+04,1.460699663331330736e-05,-9.670872195295693530e+01
1.836300000000000000e+04,1.803512121475379622e-05,-9.487757052767456400e+01
1.836320000000000073e+04,2.343116183222696401e-05,-9.260408645851980225e+01
1.836340000000000146e+04,5.865944618019535007e-06,-1.046330927606722980e+02
1.836360000000000218e+04,3.983826386717522118e-05,-8.799397012085452729e+01
1.836379999999999927e+04,6.034576229275016201e-05,-8.438705005235382828e+01
1.836400000000000000e+04,2.476731444372228956e-05,-9.212238657109581652e+01
1.836420000000000073e+04,1.587041873482774188e-05,-9.598817755817150044e+01
1.836440000000000146e+04,2.488537839184935791e-05,-9.208108012155096844e+01
1.836460000000000218e+04,4.119655564613275954e-05,-8.770276077321253183e+01
1.836479999999999927e+04,1.484317355996069963e-05,-9.656940616948921274e+01
1.836500000000000000e+04,7.973530866369418096e-06,-1.019668774713144046e+02
1.836520000000000073e+04,1.414555169206526582e-05,-9.698754079482455381e+01
1.836540000000000146e+04,2.527091402726825778e-05,-9.194754662372162102e+01
1.836560000000000218e+04,1.501061670817078297e-05,-9.647197142499102540e+01
1.836579999999999927e+04,8.642676911448243121e-06,-1.012669339384883926e+02
1.836600000000000000e+04,2.942213898914104516e-05,-9.062648562358398863e+01
1.836620000000000073e+04,2.996851616847049935e-05,-9.046666621167275935e+01
1.836640000000000146e+04,1.402950220372286273e-05,-9.705909285623577887e+01
1.836660000000000218e+04,2.627942389858988856e-05,-9.160765014152079289e+01
1.836679999999999927e+04,3.637142863086350382e-05,-8.878476891869243559e+01
1.836700000000000000e+04,1.582159213912868784e-05,-9.601494140616441086e+01
1.836720000000000073e+04,1.322341943617702744e-05,-9.757305884210308022e+01
1.836740000000000146e+04,2.621849100359673076e-05,-9.162781302317425514e+01
1.836760000000000218e+04,1.448108040114976187e-05,-9.678392072298215965e+01
1.836779999999999927e+04,8.737933118807089290e-06,-1.011717262712932239e+02
1.836800000000000000e+04,3.484444827090027875e-05,-8.915730322711583256e+01
1.836820000000000073e+04,2.882623599173062440e-05,-9.080421111317807004e+01
1.836840000000000146e+04,1.920792329319001834e-05,-9.433034652580758461e+01
1.836860000000000218e+04,7.241249755703849206e-06,-1.028036095135737753e+02
1.836879999999999927e+04,4.157690658848025472e-06,-1.076227476160884180e+02
1.836900000000000000e+04,6.391133877539757833e-06,-1.038883057962155476e+02
1.836920000000000073e+04,2.934517878402452580e-05,-9.064923520551735692e+01
1.836940000000000146e+04,2.038234584964833707e-05,-9.381487405598214480e+01
1.836960000000000218e+04,4.841144203691502085e-06,-1.063008601995235836e+02
1.836979999999999927e+04,1.450022484361241086e-05,-9.677244536742726666e+01
1.837000000000000000e+04,2.082820892365705890e-05,-9.362691979061574443e+01
1.837020000000000073e+04,2.513070744426990801e-05,-9.199587114899418339e+01
1.837040000000000146e+04,1.827090938752382054e-05,-9.476474918505380174e+01
1.837060000000000218e+04,2.137109824193007956e-05,-9.340342254196023930e+01
1.837079999999999927e+04,9.088130666503045594e-06,-1.008304131750948187e+02
1.837100000000000000e+04,1.535171419713411036e-05,-9.627680589005785805e+01
1.837120000000000073e+04,1.659921221687517105e-05,-9.559819812667362271e+01
1.837140000000000146e+04,9.216875563798222868e-06,-1.007082312783491886e+02
1.837160000000000218e+04,2.446029964442256548e-05,-9.223072903107271259e+01
1.837179999999999927e+04,1.585690185678399053e-05,-9.599557845908358900e+01
1.837200000000000000e+04,3.187038052947184291e-05,-8.993222776740972790e+01
1.837220000000000073e+04,5.681955330242410005e-05,-8.491002841096050702e+01
1.837240000000000146e+04,3.518090611209095004e-05,-8.907383489354542405e+01
1.837260000000000218e+04,5.170495459162566742e-05,-8.572933997992024047e+01
1.837279999999999927e+04,4.349501717269018650e-05,-8.723118989722095762e+01
1.837300000000000000e+04,3.124934316660322558e-05,-9.010315433876684210e+01
1.837320000000000073e+04,1.007725853810483664e-05,-9.993306579165833625e+01
1.837340000000000146e+04,1.525784750575597151e-05,-9.633007767215248407e+01
1.837360000000000218e+04,1.932976171675405459e-05,-9.427542505689967811e+01
1.837379999999999927e+04,2.484476649671240567e-05,-9.209526665166089288e+01
1.837400000000000000e+04,3.893771404532628125e-05,-8.819256866530793104e+01
1.837420000000000073e+04,5.734673572809102912e-05,-8.482981081026454717e+01
1.837440000000000146e+04,4.498813827962284289e-05,-8.693802026579240305e+01
1.837460000000000218e+04,3.565336105989228330e-05,-8.895796609253810061e+01
1.837479999999999927e+04,3.384798577788639937e-05,-8.940931774170852009e+01
1.837500000000000000e+04,2.625933502836112646e-05,-9.161429243980107628e+01
1.837520000000000073e+04,1.252532771348870689e-05,-9.804414870173103225e+01
1.837540000000000146e+04,2.192269929862750315e-05,-9.318207984104640218e+01
1.837560000000000218e+04,1.537889734637216992e-05,-9.626143956004453628e+01
1.837579999999999927e+04,4.794374053945940139e-06,-1.063851805456619815e+02
1.837600000000000000e+04,2.476062229860251395e-05,-9.212473381200288713e+01
1.837620000000000073e+04,2.473011430322512069e-05,-9.213544240362332971e+01
1.837640000000000146e+04,3.097627120591391026e-05,-9.017938919929214592e+01
1.837660000000000218e+04,9.023267666055445813e-06,-1.008926269302574497e+02
1.837679999999999927e+04,6.387502918415911004e-06,-1.038932417871171197e+02
1.837700000000000000e+04,1.988359034008591348e-05,-9.403006017986128029e+01
1.837720000000000073e+04,1.900867250998307059e-05,-9.442091853523480438e+01
1.837740000000000146e+04,1.866695670427956981e-05,-9.457848306561209029e+01
1.837760000000000218e+04,1.399155551184588954e-05,-9.708261792299778392e+01
1.837779999999999927e+04,2.713085504813969281e-05,-9.133069836373847750e+01
1.837800000000000000e+04,3.567703367184371237e-05,-8.895220088889226417e+01
1.837820000000000073e+04,3.119217737231419225e-05,-9.011905831818013723e+01
1.837840000000000146e+04,8.670609367618769674e-06,-1.012389074118597705e+02
1.837860000000000218e+04,1.363504311345020554e-05,-9.730680598751555976e+01
1.837879999999999927e+04,1.778311066177185588e-05,-9.499979653569630500e+01
1.837900000000000000e+04,3.462872355693799885e-05,-8.921124524923530430e+01
1.837920000000000073e+04,3.343030172507315922e-05,-8.951716809128099328e+01
1.837940000000000146e+04,3.095714118012107607e-05,-9.018475498667940826e+01
1.837960000000000218e+04,4.295874760613600568e-05,-8.733894754663967319e+01
1.837979999999999927e+04,5.697027311294642097e-05,-8.488701872465853171e+01
1.838000000000000000e+04,4.054473991190952320e-05,-8.784128820039173036e+01
1.838020000000000073e+04,1.028418377322165671e-05,-9.975651896838600408e+01
1.838040000000000146e+04,4.127784399814972101e-05,-8.768563884994991042e+01
1.838060000000000218e+04,4.028207188949004593e-05,-8.789774243357391015e+01
1.838079999999999927e+04,1.884224256026954537e-05,-9.449730209694070027e+01
1.838100000000000000e+04,1.683546667747128843e-05,-9.547544521752632818e+01
1.838120000000000073e+04,2.788394771420269502e-05,-9.109288365570874646e+01
1.838140000000000146e+04,2.499358722566331448e-05,-9.204339338596774667e+01
1.838160000000000218e+04,1.994138736885128771e-05,-9.400484904486617665e+01
1.838179999999999927e+04,1.774475705931217664e-05,-9.501854989375745220e+01
1.838200000000000000e+04,1.403462108901692373e-05,-9.705592427292356206e+01
1.838220000000000073e+04,4.854452346315529510e-06,-1.062770162316527376e+02
1.838240000000000146e+04,1.000478163626079996e-05,-9.999576089922179278e+01
1.838260000000000218e+04,7.981558287710022764e-06,-1.019581373850580377e+02
1.838279999999999927e+04,1.004430938402172032e-05,-9.996151189768016820e+01
1.838300000000000000e+04,2.532106740712871063e-05,-9.193032550959711102e+01
1.838320000000000073e+04,3.377346797540790635e-05,-8.942846112654088131e+01
1.838340000000000146e+04,1.147080172977093229e-05,-9.880804881569605413e+01
1.838360000000000218e+04,8.295519801384628096e-06,-1.016230232084275826e+02
1.838379999999999927e+04,8.824843975463098053e-06,-1.010857608603879640e+02
1.838400000000000000e+04,1.178475129124707171e-05,-9.857351786618437472e+01
1.838420000000000073e+04,1.492680654967804215e-05,-9.652060372172904579e+01
1.838440000000000146e+04,2.424336843180951721e-05,-9.230810494008329670e+01
1.838460000000000218e+04,4.303306356766216736e-05,-8.732393451479975965e+01
1.838479999999999927e+04,2.735844633820879853e-05,-9.125813964054887606e+01
